product,helpful_count,total_comments,review_country,reviewed_at,review_text,Review rating out of 5,review_title
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,"iPhone XR is brilliant perfect value for money phone giving all the specs of latest iPhone in a reasonable price. Packs the same display, screen & pixel density as iPhone 11 only difference being camera upgrade & A 13 bionic processor rest almost everything is same. Excellent battery life, display in iPhone XR. The White Colour looks simple, sober & classy unlike dull creamy white in XS or XS Max last year. All in all a very good phone & thoroughly satisfied with it.",5,iPhone XR is probably the best iPhone that is value for money with all power packed features
Apple iPhone XR (64GB) - Black,0,0, India ,10/16/19,This phone really feature-rich.,4,Would have given 5 starts if it was light weight
Apple iPhone XR (64GB) - Black,1,0, India ,10/4/19,Terrific Purchase. Initially there was a heating issue while updating software but it has gone now and working excellent.,5,Superlative Purchase
Apple iPhone XR (64GB) - Black,0,0, India ,10/3/19,"Coming from iphone 8, i really didn't need this upgrade..but believe it or not..i am flattered..got a stellar deal of 40k for 128GB..camera is good from iphone 8..overall still it can't beat my other beast Samsung Galaxy S10 plus..but here is the cliche..an iphone is an iphone.",5,Worth every penny
Apple iPhone XR (64GB) - Black,2,0, India ,10/21/19,I was worried that it will be little oversized with 6.1 inch but fits well . Battery backup is good one full charge keeps it running for 1.5 days . Not tested camera yet . Got it in very good deal at 46k . Blue colour looks good.,5,"Works as expected by Apple product , on spot"
Apple iPhone XR (64GB) - Black,2,0, India ,7/26/19,"Third class screen and resolution, Very poor outdoor visiblity, network issue with dual sim, wifi drop/speed issue, slow data/ltr issue...slow charger included which takes ages for full charge...",1,"Third class screen, poor outdoor visibility, wifi & data speed issue, slow charger"
Apple iPhone XR (64GB) - Black,0,0, India ,10/14/19,I am writing review after two months of usage.,4,Nice phone to buy
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,Great battery life. We're getting a battery life of almost upto 2 days now.,4,"Very good battery, but with a decent camera"
Apple iPhone XR (64GB) - Black,0,0, India ,10/27/19,"I was skeptical at first. Some people mentioned that they received fake of defective products. In my case, the product is genuine. I checked it’s serial number on Apple website too. There is no difference in performance compared to people who bought from stores.",5,Amazing and genuine
Apple iPhone XR (64GB) - Black,0,0, India ,9/2/19,What do I say about it. Night vision of camera is not at all good. Battery literally gets drain if we use mobile data for longer time. Yes but I have to admit if we do not use mobile data or wifi battery life is longer. Face recognition is not as fast as I was thinking compare to other brands with same features. But I loved my iPhone regardless of all this little issues.,4,Overall loved but still need a improvement
Apple iPhone XR (64GB) - Black,1,0, India ,11/28/19,"All the performance is good with all working features. and the main point was the battery backup of the phone it will minimun 1 and 1/2 day and another amazing think is i got no heating in this phone while i playing games like pubg mobile,cwc2 etc.Also a measure think is there is no comparison of ios with android. IOS is best in his performance.",5,My Dream Phone Iphone XR
Apple iPhone XR (64GB) - Black,1,0, India ,12/12/19,"Overall its a good product, battery backup is little bit good compared to other iphone models.., Camera is Okay but i have seen mostly noise in the photos.Sound quality is as usual awesome, and I didn’t tried underwater test but tried splash test, it’s  up to the mark upon splash proof....I am using it since last 3 months I didn’t face any problem...Go 4 It👍🏻",4,Good Product
Apple iPhone XR (64GB) - Black,0,0, India ,1/25/20,Switched to iPhone XR from MI A2,5,Happily switched to iPhone XR from MI A2
Apple iPhone XR (64GB) - Black,0,0, India ,1/24/20,Amazon people are least bothered after giving a defective product.Such a costly product and i wonder how they can give such a defective Apple product and the customer has to run around with that.Amazon will ask to contact Apple support center and submit it there. and if you contact Apple customer care they will ask to contact Amazon. it just goes around like that.After submitting to Apple now amazon people are relectuent to take it back... its been 5 days without any solution...Please don't buy iphones from Amazon...Worst experience...,1,Never ever buy iphone XR online from Amazon
Apple iPhone XR (64GB) - Black,2,1, India ,7/15/19,Its been one week since i bought it. I am completely satisfied with the product. Screen is quite big. Only and only problem is with the Charger. It takes 3 hours to charge the phone to 100%. Otherwise everything else is worth the price we are paying.,5,extremely happy with the phone.
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,I bought this iPhone XR in the Great Indian Sale from Amazon. Product was perfectly delivered and on time. Buying from amazon is safe and you get genuine products always.,5,Best iPhone till date
Apple iPhone XR (64GB) - Black,2,0, India ,10/23/19,Guys i wud suggest u all to not buy the phone from the site as the one I have received is nt in its best condition..it’s sensor is nt working properly n it hangs too at times n I have just received the phone just 15 days back,3,Nt satisfied
Apple iPhone XR (64GB) - Black,0,0, India ,2/29/20,I had never used an Iphone before and I was always sceptical about going for an IOS from android but after using this phone all I can say is IOS is on par with android.,5,My First Iphone and I love it.
Apple iPhone XR (64GB) - Black,0,0, India ,10/12/19,It is my red beast.... My first iPhone experience with iPhone xr is very smooth and awesome... I got is at only 38K many many thanks to amazon for this. Battery performance is good... with normal usage it gives around 24hrs backup while with heavy usage 12-13 hrs backup u can definitely get. But charging adapter  in the box is very pathetic. I just ordered an 12W fast charger at 1K from amazon. It is a smart choice to get iPhone Xr at 40K over iPhone 11 at 59 K (Including HDFC bank offer). With your saved money u can buy different apple accessories. Overall my first iPhone experience is awesome.,5,Super deal ever
Apple iPhone XR (64GB) - Black,2,0, India ,1/15/20,This is my first iOS,4,Smooth for gaming 5 watt charger is the only issue
Apple iPhone XR (64GB) - Black,2,0, India ,9/29/19,"Not even completed 1 yr of this product and price reduced drastically. How you can decrease the price to such extend. I need compensation for that, amazon shall take necessary actions on it.",1,Required Cashback for this product
Apple iPhone XR (64GB) - Black,1,0, India ,4/7/19,"got this for a superb deal, in fact way cheaper than mu prev 7plus which i got back in late 2016. Face ID works like a charm and the display seems great for normal usage.",5,Total VFM
Apple iPhone XR (64GB) - Black,0,0, India ,10/4/19,"After 5 days of use,Love the IPhone XR Red ,Premium Top Class Phone,Got it For 38 k...Worth it...Camera Is Classy and Superb...With depth Control feature....Very Smooth...Display is good...Bit Battery is little low but compared with other iPhone it is good....Battery Standby is 10 hr when onscreen time is 8h 30m with always Data on with usage of FB ,YouTube and other apps. Face Unlock is so quick..Over all love to have this IPhone XR...Upgraded from IPhone SE to XR...So Battery is very much better for me...🥳🙏🏻",5,Top Class Premium Phone...📱
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,"This is my first apple product purchase, prior my mentality regarding the apple product was like a no Value for money company, but once I started using this phone the premium fell and the Sooth buttery flow type interface is way better than android. Happy to use this phone.",4,Heavy Happy Apple Beast
Apple iPhone XR (64GB) - Black,0,0, India ,8/16/19,"Great phone. Not a gamer so don’t care about the hardware stuff. Not a pro photographer so any pictures I shoot are epic for me. Not a loud person, so speakers on low volume for me work just perfectly. Battery life should be great like most apple phones do. Display is soft to my eyes so I like that. Apple interface is the best, so nothing much to say about there.",5,"Great phone, realistic and blunt review, read below to know why"
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,Used for a day as of now. Awesome phone. Snappy and fluid in use. battery backup is pretty good (around 8 hours of screen-on time) with continouse data-on (youtube 1.5 hrs). Using 18W adapter which charges it fast. Brought 3.5mm jack connector to lightening separately. Rest all good. Will review after few more days. Thanks.,5,Impressive
Apple iPhone XR (64GB) - Black,0,0, India ,10/27/19,"I don't like the  features of iPhone XR after paying huge amount. It's battery is drained very fast . Side buttons are not comfortable while holding on hands, it pressed automatically without knowing . One-Two times it has automatically dialed the number when it was in my pocket. I think old version of iphones are  much better than this phone. I wants to return this phone but don't find any option in Amazon. Anyone please suggest how I can return it. I bought it 28 days before.",2,features of phone not satisfactory
